# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1K of event 'cpu-clock'
# Event count (approx.): 6748742875
#
# Overhead  Shared Object      Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     IPC   [IPC Coverage]
# ........  .................  .........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................  ....................
#
     0.30%  pin.so             [.] <pin_core::codec::bytes::Writer>::var_u32                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              -      -            
     0.30%  postgres           [.] FileSize                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               -      -            
     0.30%  postgres           [.] 0x000000000023fe48                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.22%  [kernel.kallsyms]  [k] copy_folio_from_iter_atomic                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.22%  [kernel.kallsyms]  [k] shmem_file_llseek                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.22%  libc.so.6          [.] _int_malloc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.22%  pin.so             [.] <pin::storage_impl::PgStore as pin_core::mutable::PageStore>::commit                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   -      -            
     0.22%  pin.so             [.] cee_scape::asm_based::call_with_sigsetjmp::<pgrx_pg_sys::submodules::ffi::pg_guard_ffi_boundary_impl<u32, <pin::storage_impl::PgStore as pin_core::mutable::PageStore>::read::{closure#0}::{closure#0}>::{closure#0}>                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.22%  pin.so             [.] pin_core::normalize::profile_text                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.22%  pin.so             [.] pin_storage_interrupt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.22%  pin.so             [.] pin_storage_read                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       -      -            
     0.22%  postgres           [.] XLogInsert                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.22%  postgres           [.] XLogInsertRecord                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       -      -            
     0.22%  postgres           [.] 0x00000000005c7351                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.22%  postgres           [.] 0x00000000005c737a                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.15%  [kernel.kallsyms]  [k] finish_task_switch.isra.0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              -      -            
     0.15%  [kernel.kallsyms]  [k] x64_sys_call                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           -      -            
     0.15%  libc.so.6          [.] _int_realloc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           -      -            
     0.15%  pin.so             [.] <pin_core::codec::bytes::Reader>::u16                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.15%  pin.so             [.] <pin_core::mutable::document::DocumentTerms as core::iter::traits::iterator::Iterator>::next                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           -      -            
     0.15%  pin.so             [.] <pin_core::mutable::page::Page>::change_owner                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          -      -            
     0.15%  pin.so             [.] <pin_core::mutable::page::Page>::owner_count                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           -      -            
     0.15%  pin.so             [.] <pin_core::mutable::page::Terms as core::iter::traits::iterator::Iterator>::next                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       -      -            
     0.15%  pin.so             [.] cee_scape::asm_based::call_with_sigsetjmp::<pgrx_pg_sys::submodules::ffi::pg_guard_ffi_boundary_impl<(), <pin::parallel::VacuumStore as pin_core::mutable::PageStore>::interrupt::{closure#0}>::{closure#0}>                                                                                                                                                                                                                                                                                                                                                                                                           -      -            
     0.15%  pin.so             [.] core::slice::sort::shared::smallsort::sort4_stable::<pin_core::analysis::Token, <[pin_core::analysis::Token]>::sort_unstable_by<<pin_core::mutable::document::PreparedDocument>::prepare::{closure#0}>::{closure#0}>                                                                                                                                                                                                                                                                                                                                                                                                   -      -            
     0.15%  pin.so             [.] pin_core::mutable::writer::insert::<pin::storage_impl::PgStore>                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        -      -            
     0.15%  pin.so             [.] pin_storage_blocks                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.15%  postgres           [.] AllocSetAlloc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          -      -            
     0.15%  postgres           [.] LWLockAcquire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          -      -            
     0.15%  postgres           [.] ReadBufferExtended                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.15%  postgres           [.] ResourceOwnerForget                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    -      -            
     0.15%  postgres           [.] StartReadBuffer                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        -      -            
     0.15%  postgres           [.] _bt_compare                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.15%  postgres           [.] index_form_tuple_context                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               -      -            
     0.15%  postgres           [.] pgstat_count_io_op                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.15%  postgres           [.] 0x0000000000227471                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.15%  postgres           [.] 0x00000000002280d4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.15%  postgres           [.] 0x000000000059bb1d                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.15%  postgres           [.] 0x00000000005c1973                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.15%  postgres           [.] 0x00000000005c19d2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.07%  [kernel.kallsyms]  [k] __raw_callee_save___pv_queued_spin_unlock                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              -      -            
     0.07%  [kernel.kallsyms]  [k] __x64_sys_lseek                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        -      -            
     0.07%  [kernel.kallsyms]  [k] _raw_spin_unlock_irqrestore                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.07%  [kernel.kallsyms]  [k] balance_dirty_pages_ratelimited_flags                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.07%  [kernel.kallsyms]  [k] count_memcg_events                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.07%  [kernel.kallsyms]  [k] do_user_addr_fault                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.07%  [kernel.kallsyms]  [k] folio_mark_dirty                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       -      -            
     0.07%  [kernel.kallsyms]  [k] folio_unlock                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           -      -            
     0.07%  [kernel.kallsyms]  [k] generic_file_llseek_size                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               -      -            
     0.07%  [kernel.kallsyms]  [k] get_mem_cgroup_from_mm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -            
     0.07%  [kernel.kallsyms]  [k] kernel_init_pages                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.07%  [kernel.kallsyms]  [k] shmem_get_folio_gfp                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    -      -            
     0.07%  libc.so.6          [.] __libc_malloc2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         -      -            
     0.07%  libc.so.6          [.] _int_free_chunk                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        -      -            
     0.07%  libc.so.6          [.] malloc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -            
     0.07%  libc.so.6          [.] systrim.constprop.0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    -      -            
     0.07%  pin.so             [.] <alloc::raw_vec::RawVecInner>::finish_grow                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.07%  pin.so             [.] <pin_core::mutable::page::Page>::append_owner                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          -      -            
     0.07%  pin.so             [.] <pin_core::mutable::page::Page>::bytes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -            
     0.07%  pin.so             [.] <pin_core::mutable::page::Page>::posting_term                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          -      -            
     0.07%  pin.so             [.] <pin_core::mutable::page::Page>::term                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.07%  pin.so             [.] <pin_core::mutable::page::Page>::terms                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -            
     0.07%  pin.so             [.] RelationGetNumberOfBlocksInFork@plt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    -      -            
     0.07%  pin.so             [.] UnlockReleaseBuffer@plt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                -      -            
     0.07%  pin.so             [.] __tls_get_addr@plt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.07%  pin.so             [.] cee_scape::asm_based::call_with_sigsetjmp::<pgrx_pg_sys::submodules::ffi::pg_guard_ffi_boundary_impl<u32, <pin::storage_impl::PgStore as pin_core::mutable::PageStore>::blocks::{closure#0}>::{closure#0}>                                                                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.07%  pin.so             [.] cee_scape::asm_based::call_with_sigsetjmp::call_from_c_to_rust::<pgrx_pg_sys::submodules::ffi::pg_guard_ffi_boundary_impl<(), <pin::storage_impl::PgStore as pin_core::mutable::PageStore>::commit::{closure#1}>::{closure#0}>                                                                                                                                                                                                                                                                                                                                                                                         -      -            
     0.07%  pin.so             [.] cee_scape::asm_based::call_with_sigsetjmp::call_from_c_to_rust::<pgrx_pg_sys::submodules::ffi::pg_guard_ffi_boundary_impl<(), pin::storage_impl::interrupt::{closure#0}>::{closure#0}>                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -            
     0.07%  pin.so             [.] pin::am::insert::insert_inner                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          -      -            
     0.07%  pin.so             [.] pin::am::insert_value                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.07%  pin.so             [.] pin::storage_impl::interrupt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           -      -            
     0.07%  pin.so             [.] pin_storage_commit                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.07%  postgres           [.] CheckForSerializableConflictIn                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         -      -            
     0.07%  postgres           [.] ExecInsertIndexTuples                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.07%  postgres           [.] ExecScan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               -      -            
     0.07%  postgres           [.] GenericXLogFinish                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.07%  postgres           [.] MemoryContextAllocZero                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -            
     0.07%  postgres           [.] ResourceOwnerEnlarge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   -      -            
     0.07%  postgres           [.] UnlockReleaseBuffer                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    -      -            
     0.07%  postgres           [.] _bt_getroot                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.07%  postgres           [.] btinsert                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               -      -            
     0.07%  postgres           [.] compute_remaining_iovec                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                -      -            
     0.07%  postgres           [.] heap_fill_tuple                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        -      -            
     0.07%  postgres           [.] palloc0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                -      -            
     0.07%  postgres           [.] pg_comp_crc32c_avx512                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.07%  postgres           [.] pg_qsort                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               -      -            
     0.07%  postgres           [.] smgrnblocks                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.07%  postgres           [.] 0x0000000000209981                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.07%  postgres           [.] 0x000000000020e384                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.07%  postgres           [.] 0x0000000000227476                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.07%  postgres           [.] 0x0000000000227488                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.07%  postgres           [.] 0x0000000000227fea                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.07%  postgres           [.] 0x0000000000227ff8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.07%  postgres           [.] 0x0000000000228002                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.07%  postgres           [.] 0x0000000000228061                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.07%  postgres           [.] 0x00000000002280c0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.07%  postgres           [.] 0x00000000002280d0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.07%  postgres           [.] 0x0000000000240077                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.07%  postgres           [.] 0x00000000003ce460                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.07%  postgres           [.] 0x00000000003ce5a0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.07%  postgres           [.] 0x00000000003d05d8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.07%  postgres           [.] 0x00000000003f7f03                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.07%  postgres           [.] 0x000000000059b950                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.07%  postgres           [.] 0x000000000059ba50                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.07%  postgres           [.] 0x000000000059c94e                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            


#
# (Cannot load tips.txt file, please install perf!)
#
