# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1K of event 'cpu-clock'
# Event count (approx.): 5728642500
#
# Overhead  Shared Object         Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     IPC   [IPC Coverage]
# ........  ....................  .........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................  ....................
#
     0.09%  pin.so                [.] pin_storage_blocks                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.09%  postgres              [.] AllocSetAlloc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          -      -            
     0.09%  postgres              [.] AllocSetFree                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           -      -            
     0.09%  postgres              [.] GenericXLogFinish                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.09%  postgres              [.] LWLockAcquire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          -      -            
     0.09%  postgres              [.] LWLockRelease                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          -      -            
     0.09%  postgres              [.] LockAcquireExtended                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    -      -            
     0.09%  postgres              [.] MarkBufferDirty                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        -      -            
     0.09%  postgres              [.] RelationGetBufferForTuple                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              -      -            
     0.09%  postgres              [.] RelationGetNumberOfBlocksInFork                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        -      -            
     0.09%  postgres              [.] UnlockReleaseBuffer                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    -      -            
     0.09%  postgres              [.] _bt_checkpage                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          -      -            
     0.09%  postgres              [.] _bt_doinsert                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           -      -            
     0.09%  postgres              [.] _bt_metaversion                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        -      -            
     0.09%  postgres              [.] _bt_mkscankey                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          -      -            
     0.09%  postgres              [.] heap_insert                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.09%  postgres              [.] smgrnblocks                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
