# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 654  of event 'cpu-clock'
# Event count (approx.): 3286431750
#
# Overhead  Shared Object         Symbol                                                                                                                                                                                                                                                                 IPC   [IPC Coverage]
# ........  ....................  .....................................................................................................................................................................................................................................................................  ....................
#
     0.15%  postgres              [.] 0x00000000001e35b3                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000001e38e6                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000001e394b                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000001e3989                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000001e3ac4                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000001e3b00                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000001e3b09                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000001e3b2e                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000001e3b3f                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000001e3b7c                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000001e3b93                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000001e3bc0                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003ba488                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003ba4c5                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003baa32                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003baa43                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003baa8c                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003baaaf                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003baadb                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003bb8a5                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003bb8ac                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003bb8bb                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003cc3ba                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003d62b5                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003d6302                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003d6323                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003d6330                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003d6339                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003d7e18                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003d7e33                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003d7e45                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003d7e4f                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003d7e5b                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003d7e7e                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003e0270                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003e0280                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003e02b0                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003e0370                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000003e0381                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x000000000048e387                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x000000000048e38c                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x000000000048e392                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x0000000000497983                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000004979b5                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000004979c1                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000004979d6                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000004979dc                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000004979e6                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x0000000000497a15                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x0000000000497c46                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x0000000000497c49                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x0000000000497c73                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x0000000000497c81                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x0000000000497ca3                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x0000000000497cb3                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x0000000000497cb7                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x0000000000497d14                                                                                                                                                                                                                                                 -      -            
