# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 711  of event 'cpu-clock'
# Event count (approx.): 3572863875
#
# Overhead  Shared Object         Symbol                                                                                                                                                                                                                                          IPC   [IPC Coverage]
# ........  ....................  ..............................................................................................................................................................................................................................................  ....................
#
     0.14%  postgres              [.] 0x00000000003baab6                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x00000000003baaca                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x00000000003bb8a5                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x00000000003bb8bb                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x00000000003d62b0                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x00000000003d6300                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x00000000003d6334                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x00000000003d7e18                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x00000000003e0281                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x00000000003e02e7                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x000000000048e380                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x000000000048e387                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x000000000048e392                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x000000000048e39a                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x0000000000497c61                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x0000000000497ca3                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x0000000000497cb7                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x0000000000497d07                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x0000000000497d38                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x0000000000497dc8                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x00000000004980de                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x000000000049814e                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x000000000059b864                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x000000000059b94b                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x000000000059b950                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x000000000059b959                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x000000000059b9a7                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x000000000059b9ce                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x000000000059ba9a                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x000000000059c947                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x000000000059c9e8                                                                                                                                                                                                                          -      -            
     0.14%  postgres              [.] 0x00000000005a1707                                                                                                                                                                                                                          -      -            


#
# (Cannot load tips.txt file, please install perf!)
#
