# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 717  of event 'cpu-clock'
# Event count (approx.): 3603014625
#
# Overhead  Shared Object      Symbol                                                                                                                                                                                                                                                                 IPC   [IPC Coverage]
# ........  .................  .....................................................................................................................................................................................................................................................................  ....................
#
     0.14%  [kernel.kallsyms]  [k] __output_copy                                                                                                                                                                                                                                                      -      -            
     0.14%  [kernel.kallsyms]  [k] __wake_up_sync_key                                                                                                                                                                                                                                                 -      -            
     0.14%  [kernel.kallsyms]  [k] _raw_spin_lock                                                                                                                                                                                                                                                     -      -            
     0.14%  [kernel.kallsyms]  [k] count_memcg_events                                                                                                                                                                                                                                                 -      -            
     0.14%  [kernel.kallsyms]  [k] do_anonymous_page                                                                                                                                                                                                                                                  -      -            
     0.14%  [kernel.kallsyms]  [k] finish_task_switch.isra.0                                                                                                                                                                                                                                          -      -            
     0.14%  [kernel.kallsyms]  [k] free_unref_folios                                                                                                                                                                                                                                                  -      -            
     0.14%  [kernel.kallsyms]  [k] get_page_from_freelist                                                                                                                                                                                                                                             -      -            
     0.14%  [kernel.kallsyms]  [k] mas_prev_slot                                                                                                                                                                                                                                                      -      -            
     0.14%  [kernel.kallsyms]  [k] mod_memcg_lruvec_state                                                                                                                                                                                                                                             -      -            
     0.14%  [kernel.kallsyms]  [k] policy_nodemask                                                                                                                                                                                                                                                    -      -            
     0.14%  [kernel.kallsyms]  [k] rmqueue_pcplist                                                                                                                                                                                                                                                    -      -            
     0.14%  [kernel.kallsyms]  [k] security_vm_enough_memory_mm                                                                                                                                                                                                                                       -      -            
     0.14%  [kernel.kallsyms]  [k] smp_call_function_many_cond                                                                                                                                                                                                                                        -      -            
     0.14%  [kernel.kallsyms]  [k] sock_recvmsg                                                                                                                                                                                                                                                       -      -            
     0.14%  libc.so.6          [.] _int_malloc                                                                                                                                                                                                                                                        -      -            
     0.14%  libc.so.6          [.] send                                                                                                                                                                                                                                                               -      -            
