# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 967  of event 'cpu-clock'
# Event count (approx.): 4859295875
#
# Overhead  Shared Object      Symbol                                                                                                                                                                                                                                          IPC   [IPC Coverage]
# ........  .................  ..............................................................................................................................................................................................................................................  ....................
#
     0.10%  [kernel.kallsyms]  [k] mod_node_page_state                                                                                                                                                                                                                         -      -            
     0.10%  [kernel.kallsyms]  [k] shmem_file_llseek                                                                                                                                                                                                                           -      -            
     0.10%  [kernel.kallsyms]  [k] x64_sys_call                                                                                                                                                                                                                                -      -            
     0.10%  [kernel.kallsyms]  [k] zap_pte_range                                                                                                                                                                                                                               -      -            
     0.10%  libc.so.6          [.] __memcmp_evex_movbe                                                                                                                                                                                                                         -      -            
     0.10%  libc.so.6          [.] __sigsetjmp                                                                                                                                                                                                                                 -      -            
     0.10%  pin.so             [.] <pin_core::mutable::page::OwnedPostings>::current_direct                                                                                                                                                                                    -      -            
     0.10%  pin.so             [.] cee_scape::asm_based::call_with_sigsetjmp::<pgrx_pg_sys::submodules::ffi::pg_guard_ffi_boundary_impl<u32, <pin::storage_impl::PgStore as pin_core::mutable::PageStore>::read::{closure#0}::{closure#0}>::{closure#0}>                       -      -            
     0.10%  pin.so             [.] cee_scape::asm_based::call_with_sigsetjmp::call_from_c_to_rust::<pgrx_pg_sys::submodules::ffi::pg_guard_ffi_boundary_impl<(), <pin::storage_impl::BitmapSink>::flush::{closure#0}>::{closure#0}>                                            -      -            
     0.10%  pin.so             [.] cee_scape::asm_based::call_with_sigsetjmp::call_from_c_to_rust::<pgrx_pg_sys::submodules::ffi::pg_guard_ffi_boundary_impl<u32, <pin::storage_impl::PgStore as pin_core::mutable::PageStore>::read::{closure#0}::{closure#0}>::{closure#0}>  -      -            
     0.10%  pin.so             [.] pin_bitmap_add                                                                                                                                                                                                                              -      -            
     0.10%  pin.so             [.] pin_core::mutable::posting_next                                                                                                                                                                                                             -      -            
     0.10%  postgres           [.] FetchStatementTargetList                                                                                                                                                                                                                    -      -            
     0.10%  postgres           [.] HeapCheckForSerializableConflictOut                                                                                                                                                                                                         -      -            
     0.10%  postgres           [.] IncrBufferRefCount                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] ReadBufferExtended                                                                                                                                                                                                                          -      -            
     0.10%  postgres           [.] RelationGetNumberOfBlocksInFork                                                                                                                                                                                                             -      -            
     0.10%  postgres           [.] ReleaseBuffer                                                                                                                                                                                                                               -      -            
     0.10%  postgres           [.] XidInMVCCSnapshot                                                                                                                                                                                                                           -      -            
     0.10%  postgres           [.] core_yylex                                                                                                                                                                                                                                  -      -            
     0.10%  postgres           [.] getBaseTypeAndTypmod                                                                                                                                                                                                                        -      -            
     0.10%  postgres           [.] mdnblocks                                                                                                                                                                                                                                   -      -            
