# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1K of event 'cpu-clock'
# Event count (approx.): 5030150125
#
# Overhead  Shared Object     Symbol                               IPC   [IPC Coverage]
# ........  ................  ...................................  ....................
#
     0.10%  postgres          [.] 0x00000000005f5f13               -      -            
     0.10%  postgres          [.] 0x00000000005f5fd6               -      -            
     0.10%  postgres          [.] 0x00000000005f5fe0               -      -            
     0.10%  postgres          [.] 0x00000000005f6432               -      -            
     0.10%  postgres          [.] 0x00000000005f6436               -      -            
     0.10%  postgres          [.] 0x00000000005f6454               -      -            
     0.10%  postgres          [.] 0x00000000005f64a4               -      -            
     0.10%  postgres          [.] 0x00000000005f64df               -      -            
     0.10%  postgres          [.] 0x00000000005f64ee               -      -            
     0.10%  postgres          [.] 0x00000000005f6518               -      -            
     0.10%  postgres          [.] 0x00000000005f6520               -      -            
     0.10%  postgres          [.] 0x00000000005f654f               -      -            
     0.10%  postgres          [.] 0x00000000005f6552               -      -            
     0.10%  postgres          [.] 0x00000000005f6578               -      -            
     0.10%  postgres          [.] 0x00000000005f6580               -      -            
     0.10%  postgres          [.] 0x00000000005f659c               -      -            
     0.10%  postgres          [.] 0x000000000072ce03               -      -            
     0.10%  postgres          [.] 0x00000000007b1994               -      -            
     0.10%  postgres          [.] 0x00000000007b19e8               -      -            
     0.10%  postgres          [.] 0x00000000007cc33c               -      -            
     0.10%  postgres          [.] 0x00000000007cc33f               -      -            
     0.10%  postgres          [.] 0x00000000007cc344               -      -            
     0.10%  postgres          [.] 0x00000000007cc348               -      -            
     0.10%  postgres          [.] 0x00000000007cc34c               -      -            
     0.10%  postgres          [.] 0x00000000007cc59e               -      -            
     0.10%  postgres          [.] 0x00000000007cd76f               -      -            


#
# (Cannot load tips.txt file, please install perf!)
#
